bounds,benchmark,engine,unit,main_median,after_median,change_percent,p,main_samples,after_samples,measurement,status
signals,BenchmarkExec/isa_simd_i8x16.eq,wago,ns/op,1806,1798,-0.44296788482834915,0.8376623376623377,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.eq,wago,calls/batch,1123,1130.5,0.6678539626001845,0.5887445887445888,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.eq,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.eq,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.eq,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.eq,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.ne,wago,ns/op,3568,3531,-1.0369955156950716,0.7337662337662337,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.ne,wago,calls/batch,567,577.5,1.85185185185186,0.22510822510822512,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.ne,wago,B/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.ne,wago,allocs/op,0,0,0,1,6,6,raw per batch; use per-call metric,paired
signals,BenchmarkExec/isa_simd_i8x16.ne,wago,B/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.ne,wago,allocs/call,0,0,0,1,6,6,derived per sample from calls/batch,paired
signals,BenchmarkExec/isa_simd_i8x16.lt_s,wago,ns/op,1787.5,1794.5,0.391608391608389,0.7770562770562771,6,6,reported,paired
signals,BenchmarkExec/isa_simd_i8x16.lt_s,wago,calls/batch,1099,1128,2.638762511373982,0.8181818181818182,6,6,reported,paired
