stage,bounds,benchmark,engine,kind,unit,main_median,branch_median,absolute_increase,increase_percent,p,unadjusted_p_below_005,samples_each,benchtime,note
full screen,explicit,BenchmarkCompileFull/memory,wago,memory,allocs/op,90,92,2,2.2222222222222143,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/memory,wago,memory,allocs/op,89,91,2,2.2471910112359605,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/memory_tree,wago,memory,allocs/op,112,114,2,1.7857142857142794,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/memory_tree,wago,memory,allocs/op,111,113,2,1.8018018018018056,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/nbody,wago,memory,allocs/op,154,156,2,1.298701298701288,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/nbody,wago,memory,allocs/op,147,149,2,1.3605442176870763,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/qoi,wago,memory,allocs/op,202,204,2,0.990099009900991,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/qoi,wago,memory,allocs/op,195,197,2,1.025641025641022,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/quicksort,wago,memory,allocs/op,174,176,2,1.1494252873563315,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/quicksort,wago,memory,allocs/op,170,172,2,1.17647058823529,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/raytrace,wago,memory,allocs/op,185,187,2,1.08108108108107,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/raytrace,wago,memory,allocs/op,178,180,2,1.1235955056179803,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/sha256,wago,memory,allocs/op,157,159,2,1.273885350318471,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/sha256,wago,memory,allocs/op,152,154,2,1.3157894736842035,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/sieve,wago,memory,allocs/op,91,93,2,2.19780219780219,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/sieve,wago,memory,allocs/op,88,90,2,2.2727272727272707,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/spectralnorm,wago,memory,allocs/op,147,149,2,1.3605442176870763,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/spectralnorm,wago,memory,allocs/op,143,145,2,1.3986013986013957,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/swar-pack-parse,wago,memory,allocs/op,92,94,2,2.1739130434782705,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/swar-pack-parse,wago,memory,allocs/op,92,94,2,2.1739130434782705,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/tiny,wago,memory,allocs/op,75,77,2,2.6666666666666616,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/tiny,wago,memory,allocs/op,75,77,2,2.6666666666666616,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/utf-as,wago,memory,allocs/op,155,157,2,1.2903225806451646,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/utf-as,wago,memory,allocs/op,148,150,2,1.3513513513513598,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/xjb-mulhi,wago,memory,allocs/op,94,96,2,2.127659574468077,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/xjb-mulhi,wago,memory,allocs/op,94,96,2,2.127659574468077,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/zlib,wago,memory,allocs/op,312,314,2,0.6410256410256387,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/zlib,wago,memory,allocs/op,307,309,2,0.6514657980456029,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/fib_rec/auto,wago,memory,allocs/op,82,84,2,2.4390243902439046,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/fib_rec/auto,wago,memory,allocs/op,82,84,2,2.4390243902439046,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/fib_rec/p1,wago,memory,allocs/op,82,84,2,2.4390243902439046,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/fib_rec/p1,wago,memory,allocs/op,82,84,2,2.4390243902439046,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/fib_rec/p2,wago,memory,allocs/op,82,84,2,2.4390243902439046,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/fib_rec/p2,wago,memory,allocs/op,82,84,2,2.4390243902439046,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/fib_rec/p4,wago,memory,allocs/op,82,84,2,2.4390243902439046,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/fib_rec/p4,wago,memory,allocs/op,82,84,2,2.4390243902439046,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/fib_rec/p8,wago,memory,allocs/op,82,84,2,2.4390243902439046,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/fib_rec/p8,wago,memory,allocs/op,82,84,2,2.4390243902439046,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/json-as/p1,wago,memory,allocs/op,404,406,2,0.4950495049504955,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/json-as/p1,wago,memory,allocs/op,403,405,2,0.496277915632759,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/lua/p1,wago,memory,allocs/op,2537,2539,2,0.07883326763893361,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/lua/p1,wago,memory,allocs/op,2528,2530,2,0.07911392405062223,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/many_funcs/p1,wago,memory,allocs/op,83,85,2,2.4096385542168752,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/many_funcs/p1,wago,memory,allocs/op,83,85,2,2.4096385542168752,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/tiny/auto,wago,memory,allocs/op,74,76,2,2.7027027027026973,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/tiny/auto,wago,memory,allocs/op,74,76,2,2.7027027027026973,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/tiny/p1,wago,memory,allocs/op,74,76,2,2.7027027027026973,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/tiny/p1,wago,memory,allocs/op,74,76,2,2.7027027027026973,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileMultiModuleThroughput/json-as/p1,wago,memory,allocs/op,404,406,2,0.4950495049504955,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileMultiModuleThroughput/json-as/p1,wago,memory,allocs/op,403,405,2,0.496277915632759,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileMultiModuleThroughput/many_funcs/p1,wago,memory,allocs/op,83,85,2,2.4096385542168752,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileMultiModuleThroughput/many_funcs/p1,wago,memory,allocs/op,83,85,2,2.4096385542168752,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/sqlite3/p1,wago,memory,allocs/op,2528,2530,2,0.07911392405062223,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/sqlite3/p1,wago,memory,allocs/op,2528,2530,2,0.07911392405062223,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/tiny/p2,wago,memory,allocs/op,41,43,2,4.878048780487809,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/tiny/p2,wago,memory,allocs/op,41,43,2,4.878048780487809,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/tiny/p4,wago,memory,allocs/op,41,43,2,4.878048780487809,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/tiny/p4,wago,memory,allocs/op,41,43,2,4.878048780487809,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/tiny/p8,wago,memory,allocs/op,41,43,2,4.878048780487809,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/tiny/p8,wago,memory,allocs/op,41,43,2,4.878048780487809,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/ruby/p2,wago,memory,allocs/op,11672,11673.5,1.5,0.012851267991775828,1,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off,wago,memory,allocs/op,248,249,1,0.40322580645162365,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCommuteSelfUpdate/blake-as-simd/off,wago,memory,allocs/op,248,249,1,0.40322580645162365,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on,wago,memory,allocs/op,248,249,1,0.40322580645162365,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCommuteSelfUpdate/blake-as-simd/on,wago,memory,allocs/op,248,249,1,0.40322580645162365,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/blake-as-simd,wago,memory,allocs/op,249,250,1,0.40160642570281624,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/blake-as-simd,wago,memory,allocs/op,249,250,1,0.40160642570281624,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/lua,wago,memory,allocs/op,2538,2539,1,0.03940110323088497,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/lua,wago,memory,allocs/op,2529,2530,1,0.03954132068011429,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/sqlite3,wago,memory,allocs/op,7917,7918,1,0.012631047113798033,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/many_funcs/p2,wago,memory,allocs/op,116,117,1,0.8620689655172376,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/many_funcs/p2,wago,memory,allocs/op,116,117,1,0.8620689655172376,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkValidateWorkers/esbuild/p4,wago,memory,allocs/op,4215,4215.5,0.5,0.011862396204032066,0.645021645021645,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkValidateWorkers/ruby/p4,wago,memory,allocs/op,3982.5,3983,0.5,0.012554927809160787,0.18181818181818182,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/esbuild/p2,wago,memory,B/op,177939516,178700272,760756,0.4275362871055677,0.24025974025974026,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/esbuild/p4,wago,memory,B/op,121454328,122126450,672122,0.5533948530841881,0.3939393939393939,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/esbuild/p8,wago,memory,B/op,132350596,132946718,596122,0.4504112697762297,0.8181818181818182,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/esbuild/p8,wago,memory,B/op,192750816,193301664,550848,0.28578244773811434,0.5887445887445888,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/esbuild/p4,wago,memory,B/op,186086064,186597388,511324,0.27477823379615796,0.5887445887445888,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/sqlite3/p4,wago,memory,B/op,14020988,14355969,334981,2.389139766755388,0.48484848484848486,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/sqlite3/p2,wago,memory,B/op,14459118,14762900,303782,2.1009718573428815,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/ruby/auto,wago,memory,B/op,158344660,158633176,288516,0.18220759702285427,0.5887445887445888,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/ruby/p8,wago,memory,B/op,163832292,164117860,285568,0.1743050753388653,0.24025974025974026,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/ruby/p8,wago,memory,B/op,139107480,139320162,212682,0.15289041250692303,0.5887445887445888,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/sqlite3/p4,wago,memory,B/op,15170354,15367515,197161,1.2996466661226336,0.30952380952380953,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/esbuild/p2,wago,memory,B/op,111884104,112076000,191896,0.17151319368835516,0.24025974025974026,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/ruby/p4,wago,memory,B/op,133448084,133629672,181588,0.13607389072742837,0.9372294372294372,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/esbuild/p2,wago,memory,B/op,174216972,174382144,165172,0.09480821420773111,0.48484848484848486,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/sqlite3/p8,wago,memory,B/op,16983802.5,17145138.5,161336,0.9499403917350158,0.025974025974025976,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/sqlite3/p4,wago,memory,B/op,14199640,14354244.5,154604.5,1.0887916876765935,0.8181818181818182,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/ruby/p4,wago,memory,B/op,133311860,133453648,141788,0.10635812897668018,0.5887445887445888,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/sqlite3/auto,wago,memory,B/op,15300644,15441426.5,140782.5,0.9201083300807378,0.13203463203463203,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/sqlite3/p2,wago,memory,B/op,12301688,12431616,129928,1.0561802575386414,0.13203463203463203,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/ruby/p8,wago,memory,B/op,139513076,139634080,121004,0.08673308873212715,0.8181818181818182,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkValidateWorkers/esbuild/p4,wago,memory,B/op,4312014,4430734,118720,2.7532378141629454,0.6991341991341992,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/esbuild/auto,wago,memory,B/op,188182324,188285044,102720,0.05458536052513896,0.9372294372294372,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/esbuild/p2,wago,memory,B/op,113454768,113541864,87096,0.07676715711057991,0.6991341991341992,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/lua/p8,wago,memory,B/op,5448018,5511695,63677,1.1688103820508777,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/lua/p4,wago,memory,B/op,4713884.5,4762253.5,48369,1.0260964179330312,0.004329004329004329,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/lua/p4,wago,memory,B/op,4874037.5,4921931.5,47894,0.9826350330706335,0.025974025974025976,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/lua/auto,wago,memory,B/op,4873426.5,4920285,46858.5,0.9615103459547303,0.025974025974025976,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkValidateWorkers/esbuild/p4,wago,memory,B/op,4352962,4396152,43190,0.9921979562422134,0.30952380952380953,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/lua/auto,wago,memory,B/op,4719686.5,4760034,40347.5,0.8548766957296783,0.015151515151515152,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkWazeroCompile/ruby,wazero,memory,B/op,431530144,431567072,36928,0.008557455490287857,0.05844155844155844,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkWazeroCompile/ruby,wazero,memory,B/op,431530152,431567072,36920,0.008555601463511309,0.37445887445887444,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/lua/p4,wago,memory,B/op,4386339.5,4422187,35847.5,0.8172532016730516,0.04112554112554113,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/esbuild/p4,wago,memory,B/op,182043224,182078764,35540,0.01952283596120541,0.9372294372294372,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/lua/p8,wago,memory,B/op,5295758,5320964.5,25206.5,0.4759752994755395,0.24025974025974026,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/lua/p4,wago,memory,B/op,4400922.5,4425189,24266.5,0.551395758502915,0.13203463203463203,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/lua/p8,wago,memory,B/op,5297014.5,5320044.5,23030,0.4347732104565738,0.09307359307359307,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/lua/p2,wago,memory,B/op,3893632,3913606.5,19974.5,0.5130043106282178,0.04112554112554113,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/lua/p2,wago,memory,B/op,3895300.5,3913462,18161.5,0.46624130795558383,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/lua/p2,wago,memory,B/op,4394835,4409214.5,14379.5,0.32719089567641024,0.17965367965367965,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/lua/p8,wago,memory,B/op,5852623.5,5866425,13801.5,0.2358173219240811,0.6991341991341992,false,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCommuteSelfUpdate/sqlite3/off,wago,memory,B/op,4264884,4275244,10360,0.24291399250249146,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileCommuteSelfUpdate/sqlite3/on,wago,memory,B/op,4330740,4341100,10360,0.23922008709826859,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileCommuteSelfUpdate/sqlite3/on,wago,memory,B/op,4264884,4275244,10360,0.24291399250249146,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/sqlite3,wago,memory,B/op,4265028,4275388,10360,0.24290579100536558,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/sqlite3/p1,wago,memory,B/op,4265028,4275388,10360,0.24290579100536558,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileCommuteSelfUpdate/sqlite3/off,wago,memory,B/op,4330978,4341100,10122,0.23371164665348942,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/sqlite3,wago,memory,B/op,4331576,4341244,9668,0.22319820776548482,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/sqlite3/p1,wago,memory,B/op,4331720,4341244,9524,0.21986647336393883,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/lua/p2,wago,memory,B/op,4229993.5,4239368.5,9375,0.22163154624232906,0.025974025974025976,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/json-as/p8,wago,memory,B/op,830438.5,838161,7722.5,0.9299303921964208,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileMultiModuleThroughput/json-as/auto,wago,memory,B/op,631259,638729.5,7470.5,1.1834286719080378,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/json-as/p8,wago,memory,B/op,875632,882214.5,6582.5,0.7517427412429001,0.004329004329004329,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/regexmatch,wago,memory,B/op,2433516,2439632,6116,0.2513235992695373,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/json-as/auto,wago,memory,B/op,632731.5,638808,6076.5,0.9603599631123227,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFull/regexmatch,wago,memory,B/op,2397580,2403648,6068,0.25308853093535255,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileFullWorkers/json-as/p4,wago,memory,B/op,633075,638950.5,5875.5,0.9280890889705073,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,signals,BenchmarkCompileWorkers/json-as/p4,wago,memory,B/op,550640.5,556282.5,5642,1.0246249594790147,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileMultiModuleThroughput/json-as/auto,wago,memory,B/op,714255,719503.5,5248.5,0.7348215973286942,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/json-as/p8,wago,memory,B/op,748800,753562,4762,0.6359508547008508,0.015151515151515152,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/json-as/p2,wago,memory,B/op,527982,532514.5,4532.5,0.8584572958926673,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFullWorkers/json-as/p4,wago,memory,B/op,661774,666012.5,4238.5,0.640475449322575,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileWorkers/json-as/p4,wago,memory,B/op,551923.5,556159,4235.5,0.7674070772489383,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
full screen,explicit,BenchmarkCompileFull/wasm3,wago,memory,B/op,960099,964288,4189,0.4363091722832779,0.0021645021645021645,true,6,100ms,Measured increase; p-values are not adjusted for multiple comparisons.
